SrcPort,DstPort,Protocol,FlowDurationMs,TotFwdPkts,TotBwdPkts,TotLenFwdBytes,TotLenBwdBytes,FlowBytsPerS,FlowPktsPerS,SYNFlagCnt,ACKFlagCnt,RSTFlagCnt,Label,IsInjectedOutlier
50191.0,443.0,6,4126.544445825279,57.0,66.0,3534.0,24288.0,6742.202917054927,29.80702173811214,1,2,0,WEB,False
8979.0,10000.0,17,5854.239106836384,357.0,241.0,45696.0,34945.0,13774.804637861502,102.14820219790404,0,0,0,VOIP,False
18353.0,1194.0,17,4699.74388675235,265.0,278.0,72345.0,159572.0,49346.73156418763,115.53821082263862,0,0,0,VPN,False
18081.0,10000.0,17,4261.162870222465,385.0,292.0,31570.0,37084.0,16111.564399418448,158.87681851612854,0,0,0,VOIP,False
13475.0,80.0,6,966.0416742265428,45.0,79.0,6210.0,40290.0,48134.56938825133,128.35885170200353,1,1,0,WEB,False
44884.0,3478.0,17,3788.3850623249623,126.0,876.0,37674.0,466032.0,132960.61295597855,264.49264885050104,0,0,0,VIDEO,False
64382.0,443.0,6,1795.16467044108,30.0,74.0,4170.0,42994.0,26272.798688942337,57.93340394474605,0,5,1,WEB,False
20777.0,5060.0,6,3984.7887435752295,128.0,211.0,22912.0,22788.0,11468.613003307442,85.07351877726964,2,7,0,VOIP,False
57936.0,443.0,6,4821.466968226834,134.0,650.0,39664.0,490750.0,110010.91648981423,162.60611244803937,0,9,0,VIDEO,False
53136.0,5061.0,6,3732.2616030052895,379.0,94.0,55713.0,16732.0,19410.482893714063,126.73280983817726,1,3,1,VOIP,False
59316.0,443.0,17,3178.6944724170576,157.0,851.0,31557.0,876530.0,285679.2333707671,317.1113199921739,0,0,0,VIDEO,False
52985.0,3478.0,17,3886.622607526393,119.0,1037.0,17612.0,950929.0,249198.62250696355,297.4304728638745,0,0,0,VIDEO,False
46315.0,443.0,6,5412.730808080651,196.0,894.0,23128.0,1208688.0,227577.54702321897,201.37709386410685,0,5,0,VIDEO,False
62766.0,10000.0,17,3722.3858821666063,144.0,203.0,10368.0,28826.0,10529.268388796709,93.219781877646,0,0,0,VOIP,False
49546.0,4500.0,6,6953.219734535576,233.0,220.0,109277.0,61380.0,24543.593689751073,65.14967415023841,0,6,0,VPN,False
35409.0,10000.0,17,3291.1883209985263,211.0,366.0,35659.0,31842.0,20509.613372570733,175.31661628677077,0,0,0,VOIP,False
42539.0,443.0,6,1708.8912370817989,122.0,584.0,20740.0,492312.0,300225.0751054919,413.1333724933872,1,2,1,VIDEO,False
54312.0,8080.0,6,10100.6914677575,25.0,280.0,5225.0,298200.0,30040.02260326092,30.195952522022186,2,9,0,VIDEO,False
47683.0,10000.0,17,3944.532256240551,91.0,354.0,6279.0,65844.0,18284.29717766813,112.8143899180888,0,0,0,VOIP,False
2711.0,443.0,6,3234.900435607462,51.0,67.0,18768.0,24522.0,13382.173844825254,36.477165943390624,1,3,0,WEB,False
44045.0,443.0,6,6344.187286595559,55.0,58.0,13145.0,62234.0,11881.58492093479,17.811580096122675,0,8,1,WEB,False
34497.0,443.0,6,1731.7912992492356,17.0,21.0,2142.0,6825.0,5177.875650424716,21.942597827159496,2,3,1,WEB,False
47685.0,443.0,17,4951.940824760094,167.0,126.0,179024.0,102564.0,56864.1690126905,59.16871997641347,0,0,0,BULK,False
32691.0,443.0,6,4108.2173319566855,35.0,60.0,2485.0,48960.0,12522.463113093743,23.124385183086904,0,6,1,WEB,False
39213.0,443.0,6,4293.244549854,59.0,26.0,23423.0,24908.0,11257.453294069535,19.798546067656588,2,2,0,WEB,False
5234.0,8080.0,6,3926.4820864799863,104.0,568.0,9776.0,499840.0,129789.46262221732,171.14556623443931,0,8,0,VIDEO,False
3210.0,443.0,6,2299.1085879944794,28.0,61.0,7364.0,62708.0,30477.8992892737,38.71065527950336,0,8,1,WEB,False
51541.0,500.0,6,7565.972296833787,346.0,391.0,54322.0,98532.0,20202.823114217117,97.4098200582125,1,6,0,VPN,False
27232.0,443.0,6,3843.1592072212784,21.0,17.0,1407.0,9707.0,2891.891644539952,9.887698622684738,2,5,1,WEB,False
63117.0,443.0,17,2256.339222888968,85.0,352.0,34680.0,99616.0,59519.41917140026,193.67655163148504,0,0,0,VPN,False
31992.0,443.0,6,850.3057042886907,39.0,66.0,5850.0,28314.0,40178.49089766996,123.48500012455642,1,5,0,WEB,False
62649.0,443.0,17,1331.0684711722893,36.0,33.0,2916.0,30426.0,25049.049483258565,51.83805453616582,0,0,0,WEB,False
47260.0,80.0,6,3414.9723307304253,16.0,50.0,5200.0,39250.0,13016.210878198428,19.32665732195942,0,9,1,WEB,False
5898.0,443.0,6,7324.9166281786,60.0,972.0,17160.0,1083780.0,150300.68680437087,140.88897558641773,1,8,1,VIDEO,False
35775.0,443.0,6,3053.6858072184737,169.0,120.0,123032.0,118680.0,79154.18129416839,94.63972990176188,1,4,0,BULK,False
41651.0,443.0,6,1102.4587477482446,343.0,154.0,158809.0,81774.0,218224.0383065463,450.8105187746163,2,9,0,VPN,False
45814.0,443.0,17,8279.210926646798,181.0,375.0,20453.0,187500.0,25117.49028288425,67.15615834964458,0,0,0,VIDEO,False
54865.0,443.0,6,1510.8989066757442,29.0,16.0,8149.0,6352.0,9597.59778495364,29.783594257148735,0,2,1,WEB,False
31063.0,22.0,6,2937.844437795661,95.0,29.0,64980.0,20068.0,28949.116197525305,42.20781686216181,2,1,0,BULK,False
51559.0,1194.0,6,3595.909033192233,164.0,55.0,77900.0,15840.0,26068.512616622906,60.90254174355042,1,4,0,VPN,False
55238.0,443.0,17,3898.207542927457,134.0,261.0,38056.0,295191.0,85487.23902723244,101.3286223604618,0,0,0,VIDEO,False
34578.0,20000.0,17,4956.642136504187,139.0,292.0,15707.0,34456.0,10120.35943256111,86.95402817682033,0,0,0,VOIP,False
20498.0,443.0,17,3742.9107573382657,45.0,45.0,3555.0,10170.0,3666.932205928522,24.04545708805588,0,0,0,WEB,False
55174.0,10000.0,17,2147.2586916232667,285.0,106.0,46740.0,6572.0,24827.93536148066,182.09263817412472,0,0,0,VOIP,False
40987.0,4500.0,6,3287.806484891946,70.0,251.0,22820.0,47690.0,21445.90940008359,97.63348344102728,2,4,0,VPN,False
52009.0,8080.0,17,7042.737010181623,121.0,893.0,29645.0,609026.0,90685.05597705537,143.97811511832248,0,0,0,VIDEO,False
34931.0,20000.0,17,8124.2208258743185,431.0,351.0,65943.0,33345.0,12221.233534640503,96.25538457909188,0,0,0,VOIP,False
19486.0,80.0,6,2269.129211154151,25.0,40.0,1675.0,43440.0,19882.076251203467,28.64534980224372,0,6,0,WEB,False
22100.0,443.0,6,2885.3532627617506,212.0,276.0,73140.0,99636.0,59880.36273749904,169.13007024065573,1,4,1,VPN,False
17428.0,443.0,6,1309.2779332149476,19.0,46.0,6232.0,36064.0,32304.82919401358,49.64568511468892,0,2,1,WEB,False
42375.0,20000.0,6,5403.421984519274,218.0,434.0,21146.0,60760.0,15158.172031475518,120.66427568825286,2,5,1,VOIP,False
31200.0,80.0,6,2758.2135289847406,24.0,35.0,2544.0,18585.0,7660.393141417621,21.39065716993893,1,8,0,WEB,False
10070.0,5060.0,17,3646.890729972379,228.0,376.0,36708.0,66928.0,28417.63235411907,165.62053670431044,0,0,0,VOIP,False
3553.0,5060.0,17,5015.080402701591,261.0,272.0,38628.0,33728.0,14427.684940209989,106.27945261114384,0,0,0,VOIP,False
14845.0,443.0,6,9940.209890655991,44.0,34.0,12452.0,11730.0,2432.7454114154666,7.846916801356645,2,4,0,WEB,False
29369.0,5061.0,17,1360.587475696831,132.0,116.0,9636.0,16588.0,19274.027189298697,182.2742046577973,0,0,0,VOIP,False
11123.0,10000.0,17,7936.2585432894975,233.0,181.0,44736.0,12489.0,7210.57658188147,52.16563922933908,0,0,0,VOIP,False
44362.0,80.0,6,2008.6689387521596,49.0,65.0,15239.0,26910.0,20983.5474561498,56.7540015184483,1,2,0,WEB,False
56928.0,443.0,6,7495.778425372727,22.0,48.0,4400.0,10992.0,2053.4224901711436,9.338589807171262,1,8,0,WEB,False
33982.0,10000.0,17,4844.173114724618,69.0,226.0,7452.0,26442.0,6996.859773027912,60.89790620886392,0,0,0,VOIP,False
56127.0,443.0,6,2271.5745082180324,53.0,39.0,6784.0,32214.0,17167.827803540775,40.5005425387392,0,9,0,WEB,False
6570.0,443.0,6,2480.9767663745856,172.0,24.0,110080.0,16464.0,51005.717471879776,79.00114287906528,2,5,0,BULK,False
16198.0,443.0,6,1522.4535347487254,51.0,20.0,4437.0,11980.0,10783.251918889962,46.635249207601106,1,5,1,WEB,False
32713.0,443.0,6,5041.707647909508,42.0,32.0,16464.0,16320.0,6502.558714128048,14.677566643651648,0,7,1,WEB,False
28312.0,5061.0,17,4539.4518739860505,141.0,342.0,11703.0,29412.0,9057.260907559155,106.40051120883064,0,0,0,VOIP,False
29301.0,443.0,17,2608.1943934974333,38.0,37.0,9652.0,8621.0,7005.996196279294,28.75552535002173,0,0,0,WEB,False
56430.0,443.0,17,2325.9678288948903,41.0,79.0,10250.0,55458.0,28249.745840732056,51.59142723698555,0,0,0,WEB,False
17762.0,443.0,6,3801.229856371019,58.0,20.0,20184.0,4340.0,6451.596174563545,20.51967467036195,1,1,1,WEB,False
39198.0,1194.0,6,1054.1734863357003,169.0,190.0,87880.0,87780.0,166632.9141046726,340.55115657279663,1,4,0,VPN,False
25965.0,22.0,6,3802.7680812255257,194.0,40.0,132502.0,22200.0,40681.41856027777,61.53412330225206,1,7,0,BULK,False
0.0,19.0,255,9613.37104644694,3400.0,780.0,2932500.0,684450.0,2257449.535147283,6522.165814370978,0,0,0,VPN,True
62008.0,500.0,6,2823.140369218558,69.0,373.0,33327.0,66394.0,35322.721139651534,156.56323887371747,0,5,0,VPN,False
31703.0,443.0,6,2489.4077112089863,98.0,172.0,128968.0,140008.0,108048.19105720984,108.45953388200678,2,1,0,BULK,False
21549.0,5061.0,17,7272.959947023452,283.0,315.0,40752.0,39690.0,11060.421147090448,82.22236948310692,0,0,0,VOIP,False
44959.0,443.0,6,3176.5752079037316,164.0,23.0,191552.0,22563.0,67404.35405629751,58.86843149021617,2,7,0,BULK,False
1497.0,443.0,6,3684.456582152048,40.0,62.0,2920.0,13950.0,4578.694204654308,27.683865374910457,0,1,1,WEB,False
51183.0,443.0,6,9263.237070868892,49.0,46.0,11466.0,29164.0,4386.155691488623,10.25559415927687,1,4,1,WEB,False
42117.0,5060.0,17,4699.148762196684,248.0,489.0,21080.0,90465.0,23737.27788686917,156.83691606636407,0,0,0,VOIP,False
7.0,9.0,255,24750.92115433164,3500.0,1560.0,3552500.0,659100.0,1020955.941091412,3066.5525346201825,1,2,1,VPN,True
53853.0,443.0,6,1986.5146708590128,32.0,53.0,4800.0,53689.0,29443.024437724423,42.78850856069647,2,4,1,WEB,False
64481.0,443.0,17,4190.339687284088,130.0,879.0,23660.0,624090.0,154581.73998772653,240.79193461615756,0,0,0,VIDEO,False
21992.0,443.0,6,2370.14272850792,55.0,29.0,8085.0,18734.0,11315.35231082198,35.44090361717612,2,3,0,WEB,False
43609.0,443.0,17,3976.4192974671714,161.0,844.0,39123.0,576452.0,154806.3606853779,252.73994637339857,0,0,0,VIDEO,False
35663.0,21.0,6,1691.9131525653052,168.0,174.0,93912.0,112404.0,121942.42930683556,202.13803497032592,2,2,1,BULK,False
12031.0,21.0,17,1275.5860843393657,184.0,51.0,181056.0,47532.0,179202.33123144117,184.2290401919115,0,0,0,BULK,False
26664.0,5061.0,6,1811.2169816721096,50.0,241.0,3900.0,17352.0,11733.54723097849,160.6654547437766,2,4,0,VOIP,False
7.0,9.0,255,52333.1954021858,1320.0,3260.0,1689600.0,1866350.0,407689.6095495991,1312.7423134023004,2,2,0,VPN,True
2830.0,22.0,6,2817.463690462043,17.0,16.0,16796.0,10832.0,9805.982626689758,11.712662034195816,0,1,0,BULK,False
19320.0,20000.0,17,6606.998690713518,171.0,431.0,22743.0,79735.0,15510.5222200268,91.1155016340691,0,0,0,VOIP,False
64111.0,443.0,17,1089.7959698526754,15.0,18.0,5820.0,11034.0,15465.280168248755,30.280897445841283,0,0,0,WEB,False
7.0,1.0,255,49249.77364680715,1200.0,3080.0,1365000.0,2356200.0,453346.2460176701,1303.55929065599,2,8,0,VPN,True
16284.0,443.0,17,5526.337617877769,13.0,89.0,17329.0,103062.0,21784.952046819155,18.457069953531025,0,0,0,BULK,False
20296.0,443.0,6,3870.9146794650496,114.0,838.0,24396.0,764256.0,203737.89279927753,245.93670458568823,0,4,0,VIDEO,False
41138.0,443.0,17,3236.2516348019826,46.0,10.0,9614.0,10880.0,6332.634885251737,17.30396962887173,0,0,0,WEB,False
17894.0,443.0,6,15865.482909895774,101.0,1408.0,13130.0,1410816.0,89751.1918223329,95.11213800235426,1,7,1,VIDEO,False
22293.0,443.0,6,2322.973717533659,53.0,22.0,14840.0,10824.0,11047.908035415876,32.28620256609222,2,3,0,WEB,False
62973.0,443.0,6,1831.3402060557112,54.0,79.0,5076.0,19039.0,13167.952038763024,72.62440892206021,2,3,0,WEB,False
48822.0,8080.0,17,7734.626583921455,195.0,1110.0,50310.0,1308690.0,175703.3756257936,168.72178454132495,0,0,0,VIDEO,False
4598.0,443.0,6,2413.1059550388472,53.0,22.0,14893.0,17578.0,13456.102054779964,31.080276373025075,0,6,0,WEB,False
50051.0,5060.0,17,4534.768359696365,190.0,66.0,25460.0,7194.0,7200.808819744526,56.45271813115081,0,0,0,VOIP,False
5169.0,21.0,6,7350.159435728405,70.0,86.0,45570.0,60974.0,14495.467878166024,21.22402940563429,1,4,0,BULK,False
56472.0,1935.0,6,4654.75945338581,199.0,841.0,35621.0,459186.0,106301.30406418402,223.4272276397694,2,9,1,VIDEO,False
55941.0,443.0,6,1501.604573791932,35.0,74.0,9870.0,38258.0,32051.047819110332,72.58901704377963,2,9,1,WEB,False
34510.0,443.0,17,1938.5337382513148,53.0,16.0,8639.0,13392.0,11364.77512115596,35.59391236710822,0,0,0,WEB,False
57046.0,443.0,6,4730.668301088495,30.0,27.0,4290.0,30861.0,7430.451209591674,12.049037550758882,1,6,1,WEB,False
10627.0,20.0,17,2496.376955852363,111.0,35.0,159174.0,51415.0,84357.85289008825,58.484757142836926,0,0,0,BULK,False
20175.0,22.0,17,8507.479160411287,27.0,128.0,33804.0,102528.0,16024.958442967156,18.21926296584741,0,0,0,BULK,False
40215.0,3478.0,6,10189.064499803306,89.0,323.0,13528.0,188632.0,19840.87940594571,40.43550808888818,1,8,0,VIDEO,False
33828.0,4500.0,6,794.0460857572065,278.0,168.0,126490.0,86520.0,268258.98876747506,561.6802450133509,1,3,0,VPN,False
18730.0,1935.0,6,5471.451925319328,181.0,377.0,28960.0,445237.0,86667.48908194502,101.98389890219744,2,8,1,VIDEO,False
59774.0,443.0,6,1325.4765036534395,113.0,59.0,104977.0,29854.0,101722.66322968564,129.7646540892371,2,8,0,BULK,False
61317.0,3478.0,6,4392.691120382815,129.0,1123.0,25155.0,1047759.0,244249.81647844557,285.01890200986645,0,7,1,VIDEO,False
31337.0,0.0,255,30244.60050055614,1060.0,2080.0,3959100.0,5647200.0,1905721.9816456214,1557.3027654682999,1,4,0,BULK,True
30620.0,443.0,6,7793.03474743106,163.0,23.0,93399.0,27209.0,15476.384221147982,23.86746704309436,2,3,0,BULK,False
53145.0,443.0,17,2449.9839572914816,52.0,42.0,7540.0,33054.0,16569.088086959426,38.36759817150776,0,0,0,WEB,False
61518.0,20000.0,17,2315.018548854815,462.0,199.0,30954.0,22089.0,22912.559394497777,285.52686989353975,0,0,0,VOIP,False
34887.0,443.0,6,5362.449683904025,44.0,32.0,5940.0,11072.0,3172.430699175298,14.172627153616425,1,3,1,WEB,False
47813.0,1194.0,17,1470.5678766019334,149.0,286.0,49170.0,127556.0,120175.34369672473,295.8040950854727,0,0,0,VPN,False
60421.0,443.0,6,3094.658673260261,44.0,27.0,6864.0,25245.0,10375.619216891786,22.94275637358114,0,7,1,WEB,False
37874.0,21.0,6,4863.71008615359,34.0,190.0,18224.0,276260.0,60547.1943811703,46.05537666352721,2,3,1,BULK,False
50464.0,443.0,6,5341.740224379275,36.0,69.0,7308.0,44367.0,9673.813744097744,19.656515590329235,2,7,1,WEB,False
15606.0,443.0,6,1981.3699616913875,147.0,55.0,115101.0,62755.0,89764.15482153268,101.94966306421824,2,5,0,BULK,False
62706.0,443.0,6,2375.008252439466,18.0,63.0,1908.0,61110.0,26533.802539537155,34.10514465236138,0,3,0,WEB,False
63832.0,443.0,6,3048.396609355721,26.0,39.0,5876.0,30771.0,12021.729681606406,21.322684784686786,1,5,0,WEB,False
12702.0,5061.0,17,2801.6244444092217,105.0,156.0,11655.0,19188.0,11008.970192828205,93.160237990084,0,0,0,VOIP,False
41298.0,443.0,6,6497.059404008215,58.0,55.0,14558.0,55385.0,10765.331767914917,17.392483733531385,0,4,0,WEB,False
17373.0,1194.0,17,867.7858827496088,79.0,373.0,35392.0,124582.0,184347.31790417817,520.8658137740415,0,0,0,VPN,False
51149.0,20000.0,6,6548.307187958037,446.0,89.0,65562.0,14685.0,12254.617521238108,81.70050436604966,2,2,0,VOIP,False
31337.0,9.0,255,61318.95848786685,780.0,460.0,594750.0,250700.0,82726.45402161768,303.3319622295994,2,1,1,WEB,True
18661.0,10000.0,17,3380.1498876596597,455.0,421.0,63700.0,55572.0,35286.00919013721,259.160105058691,0,0,0,VOIP,False
12675.0,4500.0,6,3923.7333910502816,323.0,105.0,149872.0,26250.0,44886.33208406057,109.07978635251656,2,8,1,VPN,False
34357.0,3478.0,17,10079.384740472491,198.0,848.0,29106.0,775072.0,79784.43334650429,103.77617552388088,0,0,0,VIDEO,False
13156.0,4500.0,6,1961.2475816283952,85.0,243.0,10115.0,68526.0,40097.43631383118,167.24048665373823,1,5,1,VPN,False
17211.0,443.0,6,2654.1884183393536,28.0,18.0,3724.0,19656.0,8808.719018760608,17.33109815496099,1,2,1,WEB,False
45657.0,5060.0,17,3417.0501161713555,417.0,83.0,66720.0,12367.0,23144.81711161242,146.3250414835082,0,0,0,VOIP,False
14987.0,443.0,6,6173.295773701194,47.0,48.0,2820.0,20784.0,3823.56537986649,15.38886252700036,0,2,1,WEB,False
39661.0,443.0,6,3201.5034633379883,42.0,56.0,4746.0,27328.0,10018.418023686483,30.610618143083975,2,8,1,WEB,False
52569.0,21.0,6,7952.70675944379,107.0,17.0,84102.0,25143.0,13736.83241498528,15.592175563716186,0,1,1,BULK,False
48657.0,1194.0,6,1988.6529558225473,361.0,89.0,74005.0,9256.0,41868.03924547084,226.28382628675945,2,8,0,VPN,False
8128.0,5061.0,17,6569.333271205541,428.0,189.0,56496.0,22113.0,11966.054507320565,93.92125114194032,0,0,0,VOIP,False
26720.0,443.0,17,7689.536519280763,54.0,284.0,11178.0,163868.0,22764.180852914767,43.95583519923443,0,0,0,VIDEO,False
50228.0,443.0,6,4500.501501339996,45.0,46.0,10035.0,23368.0,7422.06173913162,20.219968813010137,1,3,1,WEB,False
43730.0,80.0,6,2218.894746930103,23.0,72.0,7751.0,66168.0,33313.4323303387,42.814108299384145,0,6,1,WEB,False
12214.0,3478.0,17,12167.032694077472,33.0,1166.0,4257.0,967780.0,79891.04857695969,98.54498053445975,0,0,0,VIDEO,False
57907.0,500.0,6,5995.218185859743,300.0,313.0,51900.0,122696.0,29122.543098064427,102.24815527912148,0,3,0,VPN,False
60745.0,500.0,6,3346.031441750745,319.0,251.0,95381.0,26857.0,36532.23292368149,170.35105913462627,2,1,0,VPN,False
32782.0,80.0,6,8641.455726584589,12.0,63.0,4404.0,52857.0,6626.314108610447,8.679093242272813,0,5,0,WEB,False
44012.0,443.0,6,3372.894234337543,315.0,357.0,68985.0,88893.0,46807.8715284733,199.2354201797214,0,9,0,VPN,False
47029.0,443.0,6,6890.908210774209,179.0,1182.0,53521.0,874680.0,134699.3707663557,197.5066215324161,2,4,1,VIDEO,False
44579.0,443.0,6,1528.124537133684,375.0,219.0,134250.0,118041.0,165098.45491600072,388.71177418181554,0,3,0,VPN,False
40710.0,5061.0,17,4864.512122596786,149.0,144.0,9238.0,11664.0,4296.8337776167455,60.232145098158384,0,0,0,VOIP,False
6460.0,20000.0,17,7025.041524443849,205.0,157.0,28495.0,24335.0,7520.2402457233,51.529944519247294,0,0,0,VOIP,False
5716.0,8080.0,6,4290.687071278346,23.0,55.0,8878.0,28710.0,8760.368532026554,18.17890671219728,0,8,0,WEB,False
0.0,12345.0,255,45141.002924920045,1140.0,1300.0,513000.0,1771250.0,303615.3189328873,810.7927965374248,2,3,1,WEB,True
6442.0,20000.0,17,6662.352580256357,124.0,469.0,17484.0,58625.0,11423.742451809934,89.0075979703227,0,0,0,VOIP,False
57314.0,443.0,6,1227.6836051824384,15.0,32.0,4425.0,14592.0,15490.147396058124,38.283479392897505,0,4,1,WEB,False
21643.0,443.0,6,12387.984200290111,83.0,165.0,42081.0,164505.0,16676.32091387088,20.019399120172608,2,4,1,BULK,False
18319.0,1194.0,6,1640.958839871431,384.0,198.0,116352.0,33264.0,91175.96149561091,354.67068756313205,1,3,1,VPN,False
3466.0,5060.0,17,2488.416605222806,432.0,86.0,80352.0,13932.0,37889.154011475526,208.1645006357847,0,0,0,VOIP,False
42956.0,20.0,6,3037.2449704374985,118.0,174.0,123192.0,210540.0,109879.84283399036,96.13975917060748,1,4,0,BULK,False
1509.0,4500.0,6,3173.779824832921,367.0,324.0,121110.0,92016.0,67152.10624644377,217.72146718979687,2,7,1,VPN,False
40060.0,20000.0,17,2140.7368046527386,325.0,384.0,23400.0,26112.0,23128.485431926616,331.19438057917216,0,0,0,VOIP,False
60685.0,5061.0,17,5428.8847012183305,253.0,389.0,19481.0,34621.0,9965.582799697077,118.25633354414852,0,0,0,VOIP,False
15826.0,21.0,6,4269.977871396089,121.0,124.0,171336.0,163680.0,78458.48622406677,57.37734652940863,1,8,0,BULK,False
4019.0,500.0,6,4500.118809242711,46.0,270.0,17802.0,58050.0,16855.554978728334,70.22036826027202,1,2,0,VPN,False
57012.0,1194.0,6,1262.0965860579358,344.0,335.0,174752.0,69345.0,193405.95854269655,537.9936904201647,2,2,0,VPN,False
41329.0,80.0,17,2631.1683218669205,48.0,23.0,9648.0,22126.0,12076.004311824134,26.98421055389669,0,0,0,WEB,False
63866.0,22.0,6,4219.477680116148,30.0,39.0,34470.0,38142.0,17208.76504269155,16.35273491910038,2,3,1,BULK,False
54930.0,443.0,6,2983.5584415813923,40.0,62.0,6000.0,44454.0,16910.67930724279,34.18736451696129,2,6,1,WEB,False
16055.0,1194.0,6,3098.6604119193826,303.0,304.0,36057.0,116128.0,49113.15851669369,195.89110109165208,0,2,1,VPN,False
1.0,0.0,255,17042.104181424118,380.0,980.0,377150.0,551250.0,326861.0460715134,1197.0352828986918,1,9,0,WEB,True
43314.0,5060.0,17,1581.169037811968,64.0,292.0,10816.0,19564.0,19213.63198588814,225.14986790573332,0,0,0,VOIP,False
5781.0,443.0,6,2505.1843145482817,113.0,164.0,124865.0,174168.0,119365.66833164117,110.5707066707173,0,4,0,BULK,False
46997.0,3478.0,6,2081.5193291640967,63.0,1025.0,17577.0,853825.0,418637.4768616443,522.6951221427872,0,1,0,VIDEO,False
12992.0,443.0,6,3135.424745747018,9.0,58.0,3258.0,41586.0,14302.368462463568,21.368715702993914,0,2,0,WEB,False
38372.0,443.0,6,5907.657013642718,170.0,1072.0,16490.0,770768.0,133260.6138409801,210.23563100088825,1,4,0,VIDEO,False
17077.0,443.0,6,902.9613510798852,20.0,79.0,3840.0,53167.0,63133.377670952585,109.63924411781548,1,4,0,WEB,False
47301.0,443.0,6,2143.3061762215098,7.0,10.0,2198.0,10240.0,5803.183949167391,7.931671260318833,1,6,1,WEB,False
52289.0,10000.0,17,5109.667323204099,251.0,184.0,47439.0,11592.0,11552.806917962647,85.13274397035036,0,0,0,VOIP,False
26587.0,443.0,17,3001.8060220142015,50.0,19.0,5050.0,10222.0,5087.60389179063,22.98616216170465,0,0,0,WEB,False
47003.0,80.0,6,2468.149035490207,16.0,67.0,4496.0,24053.0,11566.967630190042,33.62843929054515,0,8,1,WEB,False
47172.0,5060.0,6,3463.803144804534,233.0,376.0,40309.0,57152.0,28136.991603054805,175.8183056428764,1,9,0,VOIP,False
4733.0,20000.0,17,4979.662750761291,120.0,162.0,13200.0,12474.0,5155.770839315365,56.630341072171575,0,0,0,VOIP,False
12841.0,443.0,17,8001.894039374219,44.0,350.0,7964.0,366800.0,46834.411722516146,49.23834258005401,0,0,0,VIDEO,False
40835.0,3478.0,6,4112.127157854452,91.0,654.0,23660.0,639612.0,161296.5685492249,181.17144032790853,2,2,1,VIDEO,False
6018.0,5060.0,17,3489.8443255581674,146.0,431.0,13870.0,79304.0,26698.612117919532,165.33688788760352,0,0,0,VOIP,False
4768.0,443.0,6,6966.336306937574,32.0,23.0,12160.0,18423.0,4390.112485603555,7.895111228728231,1,7,0,WEB,False
36222.0,10000.0,17,3370.064471257243,83.0,235.0,13446.0,43945.0,17029.644533355055,94.36021260488415,0,0,0,VOIP,False
